"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction"
"Excitatory Postsynaptic Potential (GO:0060079)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"MEF2C","GO_Biological_Process_2023","Negative"
"Epithelial Structure Maintenance (GO:0010669)","1/19",0.0207034456368161,0.0965002414255314,0,0,52.8042328042328,204.746043725125,"SERPINA3","GO_Biological_Process_2023","Negative"
"Regulation Of Megakaryocyte Differentiation (GO:0045652)","1/19",0.0207034456368161,0.0965002414255314,0,0,52.8042328042328,204.746043725125,"MEF2C","GO_Biological_Process_2023","Negative"
"Striated Muscle Cell Differentiation (GO:0051146)","1/20",0.0217816918149241,0.0965002414255314,0,0,50.0225563909774,191.420590566052,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)","1/20",0.0217816918149241,0.0965002414255314,0,0,50.0225563909774,191.420590566052,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Dendritic Spine Development (GO:0060998)","1/21",0.0228588048336812,0.0965002414255314,0,0,47.5190476190476,179.546867822623,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Neurotransmitter Transport (GO:0051588)","1/21",0.0228588048336812,0.0965002414255314,0,0,47.5190476190476,179.546867822623,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Phosphatase Activity (GO:0010922)","1/22",0.0239347858131651,0.0965002414255314,0,0,45.2539682539683,168.906925020169,"MEF2C","GO_Biological_Process_2023","Negative"
"Homologous Chromosome Segregation (GO:0045143)","1/22",0.0239347858131651,0.0965002414255314,0,0,45.2539682539683,168.906925020169,"PTTG1","GO_Biological_Process_2023","Negative"
"Regulation Of Cell Junction Assembly (GO:1901888)","1/23",0.0250096358786987,0.0965002414255314,0,0,43.1948051948052,159.323783819131,"MEF2C","GO_Biological_Process_2023","Negative"
"Cell Morphogenesis Involved In Differentiation (GO:0000904)","1/24",0.0260833561592032,0.0965002414255314,0,0,41.3146997929607,150.652311922366,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Ossification (GO:0030279)","1/24",0.0260833561592032,0.0965002414255314,0,0,41.3146997929607,150.652311922366,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of AMPA Receptor Activity (GO:2000311)","1/24",0.0260833561592032,0.0965002414255314,0,0,41.3146997929607,150.652311922366,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Synapse Organization (GO:0050807)","1/25",0.0271559477765974,0.0965002414255314,0,0,39.5912698412698,142.77242140899,"MEF2C","GO_Biological_Process_2023","Negative"
"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)","1/25",0.0271559477765974,0.0965002414255314,0,0,39.5912698412698,142.77242140899,"MEF2C","GO_Biological_Process_2023","Negative"
"Myotube Differentiation (GO:0014902)","1/25",0.0271559477765974,0.0965002414255314,0,0,39.5912698412698,142.77242140899,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)","1/25",0.0271559477765974,0.0965002414255314,0,0,39.5912698412698,142.77242140899,"CCL27","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)","1/25",0.0271559477765974,0.0965002414255314,0,0,39.5912698412698,142.77242140899,"MEF2C","GO_Biological_Process_2023","Negative"
"Meiosis I (GO:0007127)","1/26",0.0282274118595077,0.0965002414255314,0,0,38.0057142857143,135.583930909467,"PTTG1","GO_Biological_Process_2023","Negative"
"Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)","1/26",0.0282274118595077,0.0965002414255314,0,0,38.0057142857143,135.583930909467,"BTC","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Nuclear Division (GO:0051785)","1/26",0.0282274118595077,0.0965002414255314,0,0,38.0057142857143,135.583930909467,"BTC","GO_Biological_Process_2023","Negative"
"Cellular Response To Xenobiotic Stimulus (GO:0071466)","1/26",0.0282274118595077,0.0965002414255314,0,0,38.0057142857143,135.583930909467,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Myeloid Cell Differentiation (GO:0045637)","1/26",0.0282274118595077,0.0965002414255314,0,0,38.0057142857143,135.583930909467,"MEF2C","GO_Biological_Process_2023","Negative"
"Cardiac Muscle Cell Differentiation (GO:0055007)","1/27",0.0292977495261991,0.0965002414255314,0,0,36.5421245421245,129.002636883195,"MEF2C","GO_Biological_Process_2023","Negative"
"RNA-mediated Gene Silencing (GO:0031047)","1/29",0.0314350501114811,0.0965002414255314,0,0,33.9285714285714,117.387149102405,"FAM172A","GO_Biological_Process_2023","Negative"
"Positive Regulation Of B Cell Proliferation (GO:0030890)","1/29",0.0314350501114811,0.0965002414255314,0,0,33.9285714285714,117.387149102405,"MEF2C","GO_Biological_Process_2023","Negative"
"Chondrocyte Differentiation (GO:0002062)","1/29",0.0314350501114811,0.0965002414255314,0,0,33.9285714285714,117.387149102405,"MEF2C","GO_Biological_Process_2023","Negative"
"B Cell Proliferation (GO:0042100)","1/31",0.0335678584979563,0.0965002414255314,0,0,31.6634920634921,107.471789773985,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Leukocyte Migration (GO:0002687)","1/31",0.0335678584979563,0.0965002414255314,0,0,31.6634920634921,107.471789773985,"ZNF580","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)","1/31",0.0335678584979563,0.0965002414255314,0,0,31.6634920634921,107.471789773985,"LTBR","GO_Biological_Process_2023","Negative"
"Heterochromatin Formation (GO:0031507)","1/32",0.034632580928247,0.0965002414255314,0,0,30.6405529953917,103.042966194082,"FAM172A","GO_Biological_Process_2023","Negative"
"Epithelial Tube Morphogenesis (GO:0060562)","1/33",0.0356961836698558,0.0965002414255314,0,0,29.6815476190476,98.9200349665424,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)","1/33",0.0356961836698558,0.0965002414255314,0,0,29.6815476190476,98.9200349665424,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)","1/33",0.0356961836698558,0.0965002414255314,0,0,29.6815476190476,98.9200349665424,"BTC","GO_Biological_Process_2023","Negative"
"Cellular Response To Hydrogen Peroxide (GO:0070301)","1/34",0.0367586678440145,0.0965002414255314,0,0,28.7806637806638,95.0735042734142,"ZNF580","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Mitotic Nuclear Division (GO:0045840)","1/35",0.037820034565529,0.0965002414255314,0,0,27.9327731092437,91.4774940100498,"BTC","GO_Biological_Process_2023","Negative"
"Skeletal Muscle Organ Development (GO:0060538)","1/35",0.037820034565529,0.0965002414255314,0,0,27.9327731092437,91.4774940100498,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Postsynaptic Membrane Potential (GO:0060078)","1/35",0.037820034565529,0.0965002414255314,0,0,27.9327731092437,91.4774940100498,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Signaling Receptor Activity (GO:2000273)","1/36",0.0388802849574894,0.0965002414255314,0,0,27.1333333333333,88.1092042598088,"BTC","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Endothelial Cell Migration (GO:0010596)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Muscle Cell Differentiation (GO:0042692)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Muscle Tissue Development (GO:0060537)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Ossification (GO:0030278)","1/37",0.0399394201291642,0.0965002414255314,0,0,26.3783068783069,84.948474454672,"MEF2C","GO_Biological_Process_2023","Negative"
"Lymphocyte Proliferation (GO:0046651)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Myoblast Differentiation (GO:0045663)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Heart Looping (GO:0001947)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"BTC","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Bone Mineralization (GO:0030501)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Response To Transforming Growth Factor Beta (GO:0071559)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Neurotransmitter Secretion (GO:0046928)","1/38",0.0409974411975465,0.0965002414255314,0,0,25.6640926640927,81.9774156872695,"MEF2C","GO_Biological_Process_2023","Negative"
"Stem Cell Differentiation (GO:0048863)","1/41",0.0441648309205673,0.0965002414255314,0,0,23.7357142857143,74.0513101200057,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Ossification (GO:0045778)","1/41",0.0441648309205673,0.0965002414255314,0,0,23.7357142857143,74.0513101200057,"MEF2C","GO_Biological_Process_2023","Negative"
"Cardiac Ventricle Morphogenesis (GO:0003208)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Neuron Differentiation (GO:0045666)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Determination Of Heart Left/Right Asymmetry (GO:0061371)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Neurotransmitter Receptor Activity (GO:0099601)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Embryonic Heart Tube Morphogenesis (GO:0003143)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Skeletal Muscle Tissue Development (GO:0007519)","1/42",0.0452184067076381,0.0965002414255314,0,0,23.1556329849013,71.6956528733024,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Primary Metabolic Process (GO:0080090)","1/43",0.0462708739577018,0.0965002414255314,0,0,22.6031746031746,69.4650388150807,"SERPINA3","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Biomineral Tissue Development (GO:0070169)","1/43",0.0462708739577018,0.0965002414255314,0,0,22.6031746031746,69.4650388150807,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Osteoblast Differentiation (GO:0045669)","1/44",0.0473222337759817,0.0965002414255314,0,0,22.0764119601329,67.3501664756117,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of B Cell Proliferation (GO:0030888)","1/44",0.0473222337759817,0.0965002414255314,0,0,22.0764119601329,67.3501664756117,"MEF2C","GO_Biological_Process_2023","Negative"
"Neural Crest Cell Development (GO:0014032)","1/44",0.0473222337759817,0.0965002414255314,0,0,22.0764119601329,67.3501664756117,"FAM172A","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Chemotaxis (GO:0050921)","1/44",0.0473222337759817,0.0965002414255314,0,0,22.0764119601329,67.3501664756117,"ZNF580","GO_Biological_Process_2023","Negative"
"Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)","1/45",0.0483724872635307,0.0976842461244116,0,0,21.5735930735931,65.3426180176818,"BTC","GO_Biological_Process_2023","Negative"
"B Cell Receptor Signaling Pathway (GO:0050853)","1/46",0.0494216355431909,0.0979019065998448,0,0,21.0931216931217,63.4347577737382,"MEF2C","GO_Biological_Process_2023","Negative"
"Response To Hydrogen Peroxide (GO:0042542)","1/46",0.0494216355431909,0.0979019065998448,0,0,21.0931216931217,63.4347577737382,"ZNF580","GO_Biological_Process_2023","Negative"
"Cellular Response To Mechanical Stimulus (GO:0071260)","1/48",0.0515166208717867,0.101089218314449,0,0,20.193515704154,59.8909544637728,"LTBR","GO_Biological_Process_2023","Negative"
"Regulation Of Synapse Assembly (GO:0051963)","1/51",0.0546508373685044,0.103596850327654,0,0,18.9790476190476,55.1681199127134,"MEF2C","GO_Biological_Process_2023","Negative"
"Cartilage Development (GO:0051216)","1/52",0.0556933775463979,0.103596850327654,0,0,18.6059757236228,53.732086291887,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of B Cell Activation (GO:0050871)","1/52",0.0556933775463979,0.103596850327654,0,0,18.6059757236228,53.732086291887,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)","1/53",0.056734820233159,0.103596850327654,0,0,18.2472527472527,52.3580674880807,"FAM172A","GO_Biological_Process_2023","Negative"
"ERBB Signaling Pathway (GO:0038127)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"BTC","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"ZNF580","GO_Biological_Process_2023","Negative"
"Mesenchymal Cell Differentiation (GO:0048762)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Lipid Metabolic Process (GO:0019216)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"SERPINA3","GO_Biological_Process_2023","Negative"
"Regulation Of Myoblast Differentiation (GO:0045661)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)","1/54",0.0577751665288841,0.103596850327654,0,0,17.9020664869721,51.0423046640588,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)","1/55",0.0588144175257853,0.103672871570876,0,0,17.5696649029982,49.7813308418975,"MEF2C","GO_Biological_Process_2023","Negative"
"Neuron Migration (GO:0001764)","1/55",0.0588144175257853,0.103672871570876,0,0,17.5696649029982,49.7813308418975,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Mitotic Nuclear Division (GO:0007088)","1/56",0.0598525743301971,0.104118621873052,0,0,17.2493506493506,48.5719434139061,"BTC","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)","2/364",0.0600684356959916,0.104118621873052,0,0,5.41878453038674,15.2390893535485,"MEF2C;ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of Neuron Death (GO:1901214)","1/58",0.061925609729227,0.105578088718682,0,0,16.6424394319131,46.2962951152095,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Bone Mineralization (GO:0030500)","1/58",0.061925609729227,0.105578088718682,0,0,16.6424394319131,46.2962951152095,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)","1/60",0.0639942814878953,0.107345246366792,0,0,16.0766747376917,44.1941607277348,"LTBR","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Peptidase Activity (GO:0010466)","1/60",0.0639942814878953,0.107345246366792,0,0,16.0766747376917,44.1941607277348,"SERPINA3","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Interleukin-8 Production (GO:0032757)","1/61",0.0650269837291302,0.108204900925273,0,0,15.8079365079365,43.2023468856627,"ZNF580","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)","1/62",0.0660585983445958,0.109049114727587,0,0,15.5480093676815,42.2472543776498,"LTBR","GO_Biological_Process_2023","Negative"
"Regulation Of Secretion By Cell (GO:1903530)","1/64",0.0681185690281569,0.111564270534304,0,0,15.0529100529101,40.4397245950667,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Endopeptidase Activity (GO:0010951)","1/66",0.0701742022596554,0.11403307867194,0,0,14.5882783882784,38.7577663807685,"SERPINA3","GO_Biological_Process_2023","Negative"
"Regulation Of Endopeptidase Activity (GO:0052548)","1/69",0.073249538363641,0.116304610531583,0,0,13.9425770308123,36.4442697241987,"SERPINA3","GO_Biological_Process_2023","Negative"
"Cellular Response To Calcium Ion (GO:0071277)","1/69",0.073249538363641,0.116304610531583,0,0,13.9425770308123,36.4442697241987,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)","1/69",0.073249538363641,0.116304610531583,0,0,13.9425770308123,36.4442697241987,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Reactive Oxygen Species (GO:0034614)","1/73",0.077334886422763,0.121623396366131,0,0,13.1653439153439,33.6981474285834,"ZNF580","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Lymphocyte Proliferation (GO:0050671)","1/74",0.078353534197411,0.121623396366131,0,0,12.9843444227006,33.0649473374432,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Neuron Apoptotic Process (GO:0043524)","1/74",0.078353534197411,0.121623396366131,0,0,12.9843444227006,33.0649473374432,"MEF2C","GO_Biological_Process_2023","Negative"
"Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)","1/77",0.0814030405988153,0.123590017843457,0,0,12.4699248120301,31.2788442841902,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of JNK Cascade (GO:0046330)","1/77",0.0814030405988153,0.123590017843457,0,0,12.4699248120301,31.2788442841902,"LTBR","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)","1/77",0.0814030405988153,0.123590017843457,0,0,12.4699248120301,31.2788442841902,"ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of Neuron Differentiation (GO:0045664)","1/79",0.083430691540319,0.124845926909254,0,0,12.1489621489621,30.1748515026569,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cytoskeleton Organization (GO:0051495)","1/79",0.083430691540319,0.124845926909254,0,0,12.1489621489621,30.1748515026569,"CCL27","GO_Biological_Process_2023","Negative"
"Regulation Of Interleukin-8 Production (GO:0032677)","1/81",0.0854540698286766,0.126960332316891,0,0,11.8440476190476,29.1337069467918,"ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of Osteoblast Differentiation (GO:0045667)","1/85",0.0894880427418255,0.131081076692251,0,0,11.2777777777778,27.2206113025093,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Endothelial Cell Migration (GO:0010595)","1/85",0.0894880427418255,0.131081076692251,0,0,11.2777777777778,27.2206113025093,"ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of Endothelial Cell Migration (GO:0010594)","1/88",0.0925023703797257,0.133614534992937,0,0,10.8872468527641,25.9173198638853,"ZNF580","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Neuron Death (GO:1901215)","1/88",0.0925023703797257,0.133614534992937,0,0,10.8872468527641,25.9173198638853,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of MAP Kinase Activity (GO:0043406)","1/91",0.0955071710697485,0.135685526397251,0,0,10.5227513227513,24.7132491268711,"MEF2C","GO_Biological_Process_2023","Negative"
"B Cell Activation (GO:0042113)","1/92",0.0965066591594856,0.135685526397251,0,0,10.4065934065934,24.3321062975413,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Gene Expression (GO:0010628)","2/480",0.0969018890542851,0.135685526397251,0,0,4.07949790794979,9.5217776517004,"MEF2C;ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of Endothelial Cell Proliferation (GO:0001936)","1/93",0.0975050929428058,0.135685526397251,0,0,10.2929606625259,23.9604753439922,"ZNF580","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)","2/483",0.0979269321552796,0.135685526397251,0,0,4.05343035343035,9.41828189974138,"BTC;MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Hormone Stimulus (GO:0032870)","1/94",0.098502473490312,0.135685526397251,0,0,10.1817716333845,23.5980235149026,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)","1/94",0.098502473490312,0.135685526397251,0,0,10.1817716333845,23.5980235149026,"FAM172A","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Epithelial Cell Migration (GO:0010634)","1/95",0.0994988018426892,0.136156255153154,0,0,10.0729483282675,23.2444330349282,"ZNF580","GO_Biological_Process_2023","Negative"
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)","1/96",0.100494079072936,0.136619401615495,0,0,9.96641604010025,22.8994002764751,"MEF2C","GO_Biological_Process_2023","Negative"
"MAPK Cascade (GO:0000165)","1/98",0.10248148436734,0.13841655031433,0,0,9.759941089838,22.2338596158502,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Organonitrogen Compound (GO:0071417)","1/105",0.109404447269235,0.144943471541407,0,0,9.09981684981685,20.1351987620263,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)","1/105",0.109404447269235,0.144943471541407,0,0,9.09981684981685,20.1351987620263,"LTBR","GO_Biological_Process_2023","Negative"
"Regulation Of Neuron Apoptotic Process (GO:0043523)","1/105",0.109404447269235,0.144943471541407,0,0,9.09981684981685,20.1351987620263,"MEF2C","GO_Biological_Process_2023","Negative"
"Response To Calcium Ion (GO:0051592)","1/106",0.110389271134368,0.145322584784484,0,0,9.01269841269841,19.8616650141474,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Salt (GO:1902075)","1/109",0.113337509489395,0.148265421218831,0,0,8.7610229276896,19.0761208035119,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of JNK Cascade (GO:0046328)","1/110",0.114318181342438,0.148613635745169,0,0,8.68020969855832,18.8253753843137,"LTBR","GO_Biological_Process_2023","Negative"
"Regulation Of MAP Kinase Activity (GO:0043405)","1/114",0.118230525242544,0.152727405600779,0,0,8.37126000842815,17.8736359343561,"MEF2C","GO_Biological_Process_2023","Negative"
"Protein Maturation (GO:0051604)","1/117",0.121153951558311,0.152727405600779,0,0,8.15353037766831,17.2096012479021,"MMEL1","GO_Biological_Process_2023","Negative"
"Protein Processing (GO:0016485)","1/117",0.121153951558311,0.152727405600779,0,0,8.15353037766831,17.2096012479021,"MMEL1","GO_Biological_Process_2023","Negative"
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)","1/117",0.121153951558311,0.152727405600779,0,0,8.15353037766831,17.2096012479021,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)","1/117",0.121153951558311,0.152727405600779,0,0,8.15353037766831,17.2096012479021,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cell Cycle Process (GO:0090068)","1/118",0.122126369349613,0.153025812197105,0,0,8.08343508343508,16.9970305107786,"BTC","GO_Biological_Process_2023","Negative"
"Modulation Of Chemical Synaptic Transmission (GO:0050804)","1/123",0.126973072628783,0.156537549516007,0,0,7.75019516003123,15.994699639424,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)","1/123",0.126973072628783,0.156537549516007,0,0,7.75019516003123,15.994699639424,"ZNF580","GO_Biological_Process_2023","Negative"
"Cellular Response To Lipopolysaccharide (GO:0071222)","1/124",0.127939343354428,0.156537549516007,0,0,7.68679829655439,15.8055870276335,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Defense Response (GO:0031349)","1/124",0.127939343354428,0.156537549516007,0,0,7.68679829655439,15.8055870276335,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Anatomical Structure Morphogenesis (GO:0022603)","1/127",0.1308320341737,0.159140719930582,0,0,7.5026455026455,15.2591877343384,"MEF2C","GO_Biological_Process_2023","Negative"
"Circulatory System Development (GO:0072359)","1/132",0.135632842593002,0.164021111972933,0,0,7.21446746637586,14.4130900199796,"MEF2C","GO_Biological_Process_2023","Negative"
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)","1/134",0.137546069777264,0.165373309327577,0,0,7.10526315789474,14.0953952254807,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Metal Ion (GO:0071248)","1/135",0.138501166840099,0.165564613234141,0,0,7.05188343994314,13.940702854508,"MEF2C","GO_Biological_Process_2023","Negative"
"Neuron Development (GO:0048666)","1/150",0.152707030711896,0.181503213646139,0,0,6.33716842441675,11.9090225264124,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Organic Cyclic Compound (GO:0071407)","1/152",0.154584164992083,0.182690376808826,0,0,6.25260170293283,11.6737110083729,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Growth Factor Stimulus (GO:0071363)","1/155",0.157392425052854,0.184958330005614,0,0,6.12987012987013,11.3342099851741,"MEF2C","GO_Biological_Process_2023","Negative"
"Response To Lipopolysaccharide (GO:0032496)","1/159",0.161122923190507,0.18827847204284,0,0,5.97347799879445,10.9051080040461,"MEF2C","GO_Biological_Process_2023","Negative"
"Heart Development (GO:0007507)","1/171",0.172220060065016,0.200020046036447,0,0,5.5484593837535,9.75964129868906,"MEF2C","GO_Biological_Process_2023","Negative"
"Generation Of Neurons (GO:0048699)","1/172",0.173138469106091,0.200020046036447,0,0,5.51573377889167,9.67274158388228,"MEF2C","GO_Biological_Process_2023","Negative"
"Neuron Differentiation (GO:0030182)","1/173",0.174055905445177,0.200020046036447,0,0,5.48338870431894,9.58704021026401,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)","1/175",0.175887863987874,0.201014701700428,0,0,5.41981390257252,9.4191413186893,"LTBR","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)","1/186",0.18589450807538,0.211289932675842,0,0,5.09472329472329,8.57225877068515,"MEF2C","GO_Biological_Process_2023","Negative"
